WK,Game Date,Opp,Result,G,GS,FGBlk,FGLng,FGAtt,FGM,FGPct,XPM,XPAtt,XPPct,XPBlk,KO,KOAvg,TB,Ret,RetAvg,Player,Year
11,11/18,JAC,W43-37,1,0,0,42,5,3,60.0,4,4,100.0,0,8,65.1,2,6,24.8,Shayne Graham,2012
12,11/22,@DET,W34-31,1,0,0,45,3,2,66.7,4,4,100.0,0,7,63.4,4,3,23.7,Shayne Graham,2012
13,12/02,@TEN,W24-10,1,0,0,50,1,1,100.0,3,3,100.0,0,5,64.6,3,2,28.0,Shayne Graham,2012
14,12/10,@NE,L14-42,1,0,0,0,0,0,--,2,2,100.0,0,3,68.0,2,1,7.0,Shayne Graham,2012
15,12/16,IND,W29-17,1,0,0,46,6,5,83.3,2,2,100.0,0,8,67.8,4,4,27.8,Shayne Graham,2012
16,12/23,MIN,L6-23,1,0,0,51,2,2,100.0,0,0,--,0,3,69.0,1,2,27.0,Shayne Graham,2012
17,12/30,@IND,L16-28,1,0,0,51,4,3,75.0,1,1,100.0,0,5,65.6,1,4,42.5,Shayne Graham,2012
11,11/20,BUF,W35-8,1,0,0,0,0,0,--,5,5,100.0,0,6,65.2,0,6,21.2,Shayne Graham,2011
12,11/24,@DAL,L19-20,1,0,0,28,5,4,80.0,1,1,100.0,0,5,65.0,1,4,18.5,Shayne Graham,2011
16,12/24,CLE,W20-14,1,0,0,48,2,2,100.0,2,2,100.0,0,5,58.8,0,5,22.6,Shayne Graham,2011
17,01/01,@CIN,W24-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Shayne Graham,2011
6,10/17,DET,W28-20,1,0,0,0,0,0,--,4,4,100.0,0,5,60.2,1,4,26.0,Shayne Graham,2010
10,11/14,@PIT,W39-26,1,0,0,36,2,2,100.0,3,4,75.0,0,8,63.8,1,7,25.1,Shayne Graham,2010
11,11/21,IND,W31-28,1,0,0,25,1,1,100.0,4,4,100.0,0,6,62.3,0,6,15.8,Shayne Graham,2010
12,11/25,@DET,W45-24,1,0,0,19,1,1,100.0,6,6,100.0,0,8,63.0,1,7,27.7,Shayne Graham,2010
13,12/06,NYJ,W45-3,1,0,0,41,1,1,100.0,6,6,100.0,0,8,59.0,0,8,19.8,Shayne Graham,2010
14,12/12,@CHI,W36-7,1,0,0,30,3,3,100.0,3,4,75.0,0,7,61.4,0,7,28.0,Shayne Graham,2010
15,12/19,GB,W31-27,1,0,0,38,1,1,100.0,4,4,100.0,0,6,62.8,0,6,21.3,Shayne Graham,2010
16,12/26,@BUF,W34-3,1,0,0,34,2,2,100.0,4,4,100.0,0,7,58.4,0,7,16.4,Shayne Graham,2010
17,01/02,MIA,W38-7,1,0,0,28,1,1,100.0,5,5,100.0,0,7,60.7,0,7,19.6,Shayne Graham,2010
1,09/13,@STL,L31-34,1,0,0,35,3,3,100.0,2,2,100.0,0,7,59.4,3,3,21.0,Steven Hauschka,2015
2,09/20,@GB,L17-27,1,0,0,54,1,1,100.0,2,2,100.0,0,4,65.8,3,1,19.0,Steven Hauschka,2015
3,09/27,CHI,W26-0,1,0,0,48,4,4,100.0,2,2,100.0,0,6,65.8,5,1,27.0,Steven Hauschka,2015
4,10/05,DET,W13-10,1,0,0,52,2,2,100.0,1,1,100.0,0,4,67.0,2,2,27.0,Steven Hauschka,2015
5,10/11,@CIN,L24-27,1,0,0,24,1,1,100.0,3,3,100.0,0,4,71.3,0,4,21.8,Steven Hauschka,2015
6,10/18,CAR,L23-27,1,0,0,50,3,3,100.0,2,2,100.0,0,6,65.0,6,0,--,Steven Hauschka,2015
7,10/22,@SF,W20-3,1,0,0,49,2,2,100.0,2,2,100.0,0,5,65.4,1,4,26.0,Steven Hauschka,2015
8,11/01,@DAL,W13-12,1,0,1,26,3,2,66.7,1,1,100.0,0,4,65.0,4,0,--,Steven Hauschka,2015
9,Bye,,,,,,,,,,,,,,,,,,,Steven Hauschka,2015
10,11/15,ARI,L32-39,1,0,0,46,2,2,100.0,2,2,100.0,0,7,59.3,2,4,19.8,Steven Hauschka,2015
11,11/22,SF,W29-13,1,0,0,33,1,1,100.0,2,4,50.0,1,6,67.5,2,4,24.0,Steven Hauschka,2015
12,11/29,PIT,W39-30,1,0,0,0,0,0,--,3,4,75.0,1,7,66.6,3,4,29.5,Steven Hauschka,2015
13,12/06,@MIN,W38-7,1,0,0,23,1,1,100.0,5,5,100.0,0,7,65.9,1,6,33.8,Steven Hauschka,2015
14,12/13,@BAL,W35-6,1,0,0,0,0,0,--,5,5,100.0,0,6,62.5,6,0,--,Steven Hauschka,2015
15,12/20,CLE,W30-13,1,0,0,49,3,3,100.0,3,3,100.0,0,6,68.8,1,5,31.8,Steven Hauschka,2015
16,12/27,STL,L17-23,1,0,0,26,1,1,100.0,2,2,100.0,0,4,50.8,1,2,12.5,Steven Hauschka,2015
17,01/03,@ARI,W36-6,1,0,0,52,4,3,75.0,3,4,75.0,0,8,65.9,7,1,17.0,Steven Hauschka,2015
1,09/04,GB,W36-16,1,0,0,35,2,2,100.0,4,4,100.0,0,7,67.6,3,4,22.3,Steven Hauschka,2014
2,09/14,@SD,L21-30,1,0,0,0,0,0,--,3,3,100.0,0,4,57.5,3,1,0.0,Steven Hauschka,2014
3,09/21,DEN,W26-20,1,0,1,28,3,2,66.7,2,2,100.0,0,5,65.0,5,0,--,Steven Hauschka,2014
4,Bye,,,,,,,,,,,,,,,,,,,Steven Hauschka,2014
5,10/06,@WAS,W27-17,1,0,0,43,2,2,100.0,3,3,100.0,0,6,60.0,5,1,5.0,Steven Hauschka,2014
6,10/12,DAL,L23-30,1,0,0,48,3,3,100.0,2,2,100.0,0,6,66.0,3,3,23.3,Steven Hauschka,2014
7,10/19,@STL,L26-28,1,0,0,35,2,2,100.0,2,2,100.0,0,6,63.2,2,4,28.0,Steven Hauschka,2014
8,10/26,@CAR,W13-9,1,0,0,58,2,2,100.0,1,1,100.0,0,4,67.0,1,3,33.0,Steven Hauschka,2014
9,11/02,OAK,W30-24,1,0,0,40,4,3,75.0,3,3,100.0,0,7,66.0,5,2,34.5,Steven Hauschka,2014
10,11/09,NYG,W38-17,1,0,0,28,1,1,100.0,5,5,100.0,0,7,65.4,5,2,16.5,Steven Hauschka,2014
11,11/16,@KC,L20-24,1,0,0,27,2,2,100.0,2,2,100.0,0,4,65.5,1,3,31.7,Steven Hauschka,2014
12,11/23,ARI,W19-3,1,0,1,52,5,4,80.0,1,1,100.0,0,6,66.3,4,2,22.5,Steven Hauschka,2014
13,11/27,@SF,W19-3,1,0,0,46,4,4,100.0,1,1,100.0,0,6,66.5,3,3,20.7,Steven Hauschka,2014
14,12/07,@PHI,W24-14,1,0,0,44,1,1,100.0,3,3,100.0,0,5,60.0,1,4,26.0,Steven Hauschka,2014
15,12/14,SF,W17-7,1,0,0,38,1,1,100.0,2,2,100.0,0,4,69.0,0,4,22.5,Steven Hauschka,2014
16,12/21,@ARI,W35-6,1,0,0,0,3,0,0.0,5,5,100.0,0,6,67.3,3,3,20.0,Steven Hauschka,2014
17,12/28,STL,W20-6,1,0,0,45,2,2,100.0,2,2,100.0,0,5,67.6,2,3,26.7,Steven Hauschka,2014
1,09/08,@CAR,W12-7,1,0,0,40,2,2,100.0,0,0,--,0,4,65.0,4,0,--,Steven Hauschka,2013
2,09/15,SF,W29-3,1,0,0,37,2,2,100.0,3,3,100.0,0,6,66.0,4,2,26.0,Steven Hauschka,2013
3,09/22,JAC,W45-17,1,0,0,21,1,1,100.0,6,6,100.0,0,8,65.4,6,2,27.0,Steven Hauschka,2013
4,09/29,@HOU,W23-20,1,0,0,48,3,3,100.0,2,2,100.0,0,6,72.8,4,2,26.0,Steven Hauschka,2013
5,10/06,@IND,L28-34,1,0,1,46,5,4,80.0,2,2,100.0,0,7,71.7,3,4,26.8,Steven Hauschka,2013
6,10/13,TEN,W20-13,1,0,0,31,2,2,100.0,2,2,100.0,0,5,70.0,1,4,30.3,Steven Hauschka,2013
7,10/17,@ARI,W34-22,1,0,0,51,2,2,100.0,4,4,100.0,0,7,63.0,4,3,19.3,Steven Hauschka,2013
8,10/28,@STL,W14-9,1,0,0,0,0,0,--,2,2,100.0,0,3,72.7,0,3,26.3,Steven Hauschka,2013
9,11/03,TB,W27-24,1,0,0,36,2,2,100.0,3,3,100.0,0,6,60.0,3,2,21.5,Steven Hauschka,2013
10,11/10,@ATL,W33-10,1,0,0,53,4,4,100.0,3,3,100.0,0,8,66.8,5,3,21.3,Steven Hauschka,2013
11,11/17,MIN,W41-20,1,0,0,50,2,2,100.0,5,5,100.0,0,8,63.5,3,5,23.4,Steven Hauschka,2013
12,Bye,,,,,,,,,,,,,,,,,,,Steven Hauschka,2013
13,12/02,NO,W34-7,1,0,0,26,2,2,100.0,4,4,100.0,0,7,64.0,4,3,18.0,Steven Hauschka,2013
14,12/08,@SF,L17-19,1,0,0,31,1,1,100.0,2,2,100.0,0,4,67.3,1,3,27.0,Steven Hauschka,2013
15,12/15,@NYG,W23-0,1,0,0,49,3,3,100.0,2,2,100.0,0,6,61.8,2,3,24.7,Steven Hauschka,2013
16,12/22,ARI,L10-17,1,0,0,27,2,1,50.0,1,1,100.0,0,3,67.0,1,2,23.0,Steven Hauschka,2013
17,12/29,STL,W27-9,1,0,0,35,2,2,100.0,3,3,100.0,0,6,61.2,3,3,18.0,Steven Hauschka,2013
1,09/09,@ARI,L16-20,1,0,1,47,4,3,75.0,1,1,100.0,0,5,65.0,4,1,22.0,Steven Hauschka,2012
2,09/16,DAL,W27-7,1,0,0,25,2,2,100.0,3,3,100.0,0,6,67.8,1,5,21.8,Steven Hauschka,2012
3,09/24,GB,W14-12,1,0,0,0,0,0,--,2,2,100.0,0,2,64.5,1,1,23.0,Steven Hauschka,2012
4,09/30,@STL,L13-19,1,0,0,31,2,2,100.0,1,1,100.0,0,4,57.8,2,1,10.0,Steven Hauschka,2012
5,10/07,@CAR,W16-12,1,0,0,44,3,3,100.0,1,1,100.0,0,5,66.8,2,3,21.3,Steven Hauschka,2012
6,10/14,NE,W24-23,1,0,0,34,1,1,100.0,3,3,100.0,0,5,66.0,3,2,21.5,Steven Hauschka,2012
7,10/18,@SF,L6-13,1,0,0,52,3,2,66.7,0,0,--,0,3,69.0,1,2,20.5,Steven Hauschka,2012
8,10/28,@DET,L24-28,1,0,0,23,2,1,50.0,3,3,100.0,0,5,70.8,4,1,21.0,Steven Hauschka,2012
9,11/04,MIN,W30-20,1,0,0,40,1,1,100.0,3,4,75.0,1,6,63.5,3,3,26.3,Steven Hauschka,2012
10,11/11,NYJ,W28-7,1,0,0,0,0,0,--,4,4,100.0,0,5,66.4,2,3,27.0,Steven Hauschka,2012
11,Bye,,,,,,,,,,,,,,,,,,,Steven Hauschka,2012
12,11/25,@MIA,L21-24,1,0,0,0,0,0,--,3,3,100.0,0,4,69.0,4,0,--,Steven Hauschka,2012
13,12/02,@CHI,W23-17,1,0,0,31,1,1,100.0,2,2,100.0,0,4,65.5,0,4,17.8,Steven Hauschka,2012
14,12/09,ARI,W58-0,1,0,0,32,3,3,100.0,7,7,100.0,0,11,64.8,2,9,22.2,Steven Hauschka,2012
15,12/16,@BUF,W50-17,1,0,0,33,3,3,100.0,5,6,83.3,1,10,69.8,5,5,27.8,Steven Hauschka,2012
16,12/23,SF,W42-13,1,0,0,0,0,0,--,6,6,100.0,0,7,67.7,0,7,25.1,Steven Hauschka,2012
17,12/30,STL,W20-13,1,0,0,49,2,2,100.0,2,2,100.0,0,5,55.2,2,2,25.5,Steven Hauschka,2012
1,09/11,@SF,L17-33,1,0,0,39,1,1,100.0,2,2,100.0,0,4,68.0,0,4,44.0,Steven Hauschka,2011
2,09/18,@PIT,L0-24,1,0,--,--,--,--,--,--,--,--,--,1,70.0,0,1,23.0,Steven Hauschka,2011
3,09/25,ARI,W13-10,1,0,0,52,2,2,100.0,1,1,100.0,0,4,62.3,1,3,29.3,Steven Hauschka,2011
4,10/02,ATL,L28-30,1,0,0,0,1,0,0.0,4,4,100.0,0,5,66.2,4,1,19.0,Steven Hauschka,2011
5,10/09,@NYG,W36-25,1,0,0,51,2,2,100.0,4,4,100.0,0,7,68.3,4,3,27.3,Steven Hauschka,2011
6,Bye,,,,,,,,,,,,,,,,,,,Steven Hauschka,2011
7,10/23,@CLE,L3-6,1,0,0,20,1,1,100.0,0,0,--,0,2,68.0,1,1,23.0,Steven Hauschka,2011
8,10/30,CIN,L12-34,1,0,0,47,2,2,100.0,0,0,--,0,4,68.0,0,4,28.3,Steven Hauschka,2011
9,11/06,@DAL,L13-23,1,0,1,45,3,2,66.7,1,1,100.0,0,4,69.0,2,2,19.5,Steven Hauschka,2011
10,11/13,BAL,W22-17,1,0,0,39,5,5,100.0,1,1,100.0,0,7,68.3,2,5,21.8,Steven Hauschka,2011
11,11/20,@STL,W24-7,1,0,0,19,1,1,100.0,3,3,100.0,0,4,71.0,3,1,30.0,Steven Hauschka,2011
12,11/27,WAS,L17-23,1,0,0,36,2,1,50.0,2,2,100.0,0,4,61.3,2,2,17.0,Steven Hauschka,2011
13,12/01,PHI,W31-14,1,0,0,49,1,1,100.0,4,4,100.0,0,6,65.3,1,4,23.0,Steven Hauschka,2011
14,12/12,STL,W30-13,1,0,0,48,4,3,75.0,3,3,100.0,0,7,66.7,1,6,28.3,Steven Hauschka,2011
15,12/18,@CHI,W38-14,1,0,0,33,1,1,100.0,5,5,100.0,0,7,59.4,2,5,16.2,Steven Hauschka,2011
16,12/24,SF,L17-19,1,0,0,19,1,1,100.0,2,2,100.0,0,4,66.5,1,3,28.7,Steven Hauschka,2011
17,01/01,@ARI,L20-23,1,0,1,43,3,2,66.7,2,2,100.0,0,5,67.4,2,3,28.0,Steven Hauschka,2011
14,12/12,@ARI,L13-43,1,0,0,32,3,2,66.7,1,1,100.0,0,4,54.8,0,3,27.0,Steven Hauschka,2010
15,12/19,@OAK,L23-39,1,0,0,46,3,3,100.0,2,2,100.0,0,6,60.2,0,6,18.5,Steven Hauschka,2010
16,12/26,HOU,W24-23,1,0,0,27,1,1,100.0,3,3,100.0,0,5,71.6,2,3,21.7,Steven Hauschka,2010
17,01/02,SD,L28-33,1,0,0,0,0,0,--,4,4,100.0,0,5,57.2,0,4,30.5,Steven Hauschka,2010
1,09/13,@ARI,L19-31,1,0,0,45,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Zach Hocker,2015
2,09/20,TB,L19-26,1,0,0,0,1,0,0.0,1,2,50.0,1,--,--,--,--,--,Zach Hocker,2015
3,09/27,@CAR,L22-27,1,0,0,31,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Zach Hocker,2015
4,10/04,DAL,W26-20,1,0,0,51,3,2,66.7,2,2,100.0,0,1,73.0,0,1,23.0,Zach Hocker,2015
5,10/11,@PHI,L17-39,1,0,0,21,1,1,100.0,2,2,100.0,0,3,64.0,2,1,40.0,Zach Hocker,2015
6,10/15,ATL,W31-21,1,0,0,31,3,1,33.3,4,4,100.0,0,6,63.7,5,1,19.0,Zach Hocker,2015
12,11/29,@CIN,L7-31,1,0,0,0,0,0,--,1,1,100.0,0,2,65.0,2,0,--,Zach Hocker,2015
13,12/06,ARI,L3-27,1,0,0,35,1,1,100.0,0,0,--,0,--,--,--,--,--,Zach Hocker,2015
14,12/13,DET,W21-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Zach Hocker,2015
2,09/20,STL,W24-10,1,0,0,46,1,1,100.0,3,3,100.0,0,5,66.6,4,1,28.0,Dustin Hopkins,2015
3,09/24,@NYG,L21-32,1,0,0,44,2,2,100.0,1,1,100.0,0,5,45.2,3,1,4.0,Dustin Hopkins,2015
4,10/04,PHI,W23-20,1,0,0,38,3,3,100.0,2,2,100.0,0,6,65.0,6,0,--,Dustin Hopkins,2015
5,10/11,@ATL,L19-25,1,0,0,52,3,2,66.7,1,1,100.0,0,4,65.0,4,0,--,Dustin Hopkins,2015
6,10/18,@NYJ,L20-34,1,0,0,54,2,2,100.0,2,2,100.0,0,5,51.2,1,3,15.7,Dustin Hopkins,2015
7,10/25,TB,W31-30,1,0,0,35,1,1,100.0,4,4,100.0,0,6,57.0,4,1,15.0,Dustin Hopkins,2015
8,Bye,,,,,,,,,,,,,,,,,,,Dustin Hopkins,2015
9,11/08,@NE,L10-27,1,0,0,23,1,1,100.0,1,1,100.0,0,3,65.0,1,2,9.0,Dustin Hopkins,2015
10,11/15,NO,W47-14,1,0,0,40,4,4,100.0,5,5,100.0,0,9,65.7,6,3,19.7,Dustin Hopkins,2015
11,11/22,@CAR,L16-44,1,0,0,0,0,0,--,2,2,100.0,0,3,55.3,1,2,15.5,Dustin Hopkins,2015
12,11/29,NYG,W20-14,1,0,1,41,3,2,66.7,2,2,100.0,0,5,64.6,4,1,19.0,Dustin Hopkins,2015
13,12/07,DAL,L16-19,1,0,0,46,4,3,75.0,1,1,100.0,0,4,66.0,2,2,35.0,Dustin Hopkins,2015
14,12/13,@CHI,W24-21,1,0,0,47,1,1,100.0,3,3,100.0,0,5,64.2,3,2,19.0,Dustin Hopkins,2015
15,12/20,BUF,W35-25,1,0,0,0,0,0,--,5,5,100.0,0,6,65.2,3,3,17.0,Dustin Hopkins,2015
16,12/26,@PHI,W38-24,1,0,0,28,1,1,100.0,3,4,75.0,0,7,65.0,5,2,32.5,Dustin Hopkins,2015
17,01/03,@DAL,W34-23,1,0,0,33,2,2,100.0,4,4,100.0,0,7,64.9,5,2,23.5,Dustin Hopkins,2015
1,09/08,NE,L21-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dustin Hopkins,2013
2,09/15,CAR,W24-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dustin Hopkins,2013
3,09/22,@NYJ,L20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dustin Hopkins,2013
4,09/29,BAL,W23-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dustin Hopkins,2013
5,10/03,@CLE,L24-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dustin Hopkins,2013
1,09/13,CIN,L13-33,1,0,0,0,0,0,--,1,1,100.0,0,3,60.7,1,2,7.0,Sebastian Janikowski,2015
2,09/20,BAL,W37-33,1,0,0,48,3,3,100.0,4,4,100.0,0,8,64.9,7,1,29.0,Sebastian Janikowski,2015
3,09/27,@CLE,W27-20,1,0,0,35,2,2,100.0,3,3,100.0,0,6,65.3,5,1,19.0,Sebastian Janikowski,2015
4,10/04,@CHI,L20-22,1,0,0,41,2,2,100.0,2,2,100.0,0,5,66.0,4,1,21.0,Sebastian Janikowski,2015
5,10/11,DEN,L10-16,1,0,1,50,3,1,33.3,1,1,100.0,0,3,45.7,0,2,27.0,Sebastian Janikowski,2015
6,Bye,,,,,,,,,,,,,,,,,,,Sebastian Janikowski,2015
7,10/25,@SD,W37-29,1,0,0,32,3,3,100.0,4,4,100.0,0,8,67.9,4,4,21.0,Sebastian Janikowski,2015
8,11/01,NYJ,W34-20,1,0,0,52,3,2,66.7,4,4,100.0,0,7,64.1,5,2,19.0,Sebastian Janikowski,2015
9,11/08,@PIT,L35-38,1,0,0,0,0,0,--,5,5,100.0,0,6,66.7,2,4,20.8,Sebastian Janikowski,2015
10,11/15,MIN,L14-30,1,0,0,0,0,0,--,2,2,100.0,0,3,55.7,1,2,52.5,Sebastian Janikowski,2015
11,11/22,@DET,L13-18,1,0,0,56,2,2,100.0,1,1,100.0,0,4,67.8,2,2,27.0,Sebastian Janikowski,2015
12,11/29,@TEN,W24-21,1,0,0,24,1,1,100.0,3,3,100.0,0,5,66.0,4,1,31.0,Sebastian Janikowski,2015
13,12/06,KC,L20-34,1,0,0,0,1,0,0.0,2,3,66.7,0,4,61.0,3,1,33.0,Sebastian Janikowski,2015
14,12/13,@DEN,W15-12,1,0,0,0,1,0,0.0,1,1,100.0,0,3,65.0,3,0,--,Sebastian Janikowski,2015
15,12/20,GB,L20-30,1,0,0,30,2,2,100.0,2,2,100.0,0,5,59.8,0,5,23.4,Sebastian Janikowski,2015
16,12/24,SD,W23-20,1,0,0,50,2,2,100.0,1,1,100.0,0,5,63.2,2,3,19.0,Sebastian Janikowski,2015
17,01/03,@KC,L17-23,1,0,0,29,1,1,100.0,2,2,100.0,0,4,54.0,1,2,8.0,Sebastian Janikowski,2015
1,09/07,@NYJ,L14-19,1,0,0,0,0,0,--,2,2,100.0,0,3,51.0,0,2,32.5,Sebastian Janikowski,2014
2,09/14,HOU,L14-30,1,0,0,0,0,0,--,2,2,100.0,0,3,50.3,2,0,--,Sebastian Janikowski,2014
3,09/21,@NE,L9-16,1,0,0,49,3,3,100.0,0,0,--,0,4,61.3,3,1,26.0,Sebastian Janikowski,2014
4,09/28,MIA,L14-38,1,0,0,0,0,0,--,2,2,100.0,0,3,71.0,1,2,30.5,Sebastian Janikowski,2014
5,Bye,,,,,,,,,,,,,,,,,,,Sebastian Janikowski,2014
6,10/12,SD,L28-31,1,0,0,0,1,0,0.0,4,4,100.0,0,5,65.0,5,0,--,Sebastian Janikowski,2014
7,10/19,ARI,L13-24,1,0,0,53,2,2,100.0,1,1,100.0,0,4,65.0,4,0,--,Sebastian Janikowski,2014
8,10/26,@CLE,L13-23,1,0,0,46,2,2,100.0,1,1,100.0,0,3,49.3,2,0,--,Sebastian Janikowski,2014
9,11/02,@SEA,L24-30,1,0,0,48,2,1,50.0,3,3,100.0,0,5,55.4,2,2,32.0,Sebastian Janikowski,2014
10,11/09,DEN,L17-41,1,0,0,41,1,1,100.0,2,2,100.0,0,4,49.0,2,1,30.0,Sebastian Janikowski,2014
11,11/16,@SD,L6-13,1,0,0,42,2,2,100.0,0,0,--,0,3,68.0,2,1,25.0,Sebastian Janikowski,2014
12,11/20,KC,W24-20,1,0,0,40,1,1,100.0,3,3,100.0,0,5,69.0,2,3,37.7,Sebastian Janikowski,2014
13,11/30,@STL,L0-52,1,0,--,--,--,--,--,--,--,--,--,1,65.0,1,0,--,Sebastian Janikowski,2014
14,12/07,SF,W24-13,1,0,0,57,1,1,100.0,3,3,100.0,0,5,67.4,2,3,30.7,Sebastian Janikowski,2014
15,12/14,@KC,L13-31,1,0,0,53,2,2,100.0,1,1,100.0,0,3,53.7,0,2,33.0,Sebastian Janikowski,2014
16,12/21,BUF,W26-24,1,0,0,49,5,4,80.0,2,2,100.0,0,7,63.1,4,3,21.7,Sebastian Janikowski,2014
17,12/28,@DEN,L14-47,1,0,0,0,0,0,--,2,2,100.0,0,3,67.0,2,1,76.0,Sebastian Janikowski,2014
1,09/08,@IND,L17-21,1,0,0,38,2,1,50.0,2,2,100.0,0,4,74.0,4,0,--,Sebastian Janikowski,2013
2,09/15,JAC,W19-9,1,0,0,46,5,4,80.0,1,1,100.0,0,6,63.0,2,4,19.8,Sebastian Janikowski,2013
3,09/23,@DEN,L21-37,1,0,0,0,0,0,--,3,3,100.0,0,4,47.3,2,1,8.0,Sebastian Janikowski,2013
4,09/29,WAS,L14-24,1,0,0,0,1,0,0.0,2,2,100.0,0,3,65.0,3,0,--,Sebastian Janikowski,2013
5,10/06,SD,W27-17,1,0,0,50,2,2,100.0,3,3,100.0,0,6,69.2,4,2,23.0,Sebastian Janikowski,2013
6,10/13,@KC,L7-24,1,0,0,0,1,0,0.0,1,1,100.0,0,2,65.0,2,0,--,Sebastian Janikowski,2013
7,Bye,,,,,,,,,,,,,,,,,,,Sebastian Janikowski,2013
8,10/27,PIT,W21-18,1,0,0,0,0,0,--,3,3,100.0,0,4,65.3,3,1,25.0,Sebastian Janikowski,2013
9,11/03,PHI,L20-49,1,0,0,53,2,2,100.0,2,2,100.0,0,5,44.6,1,3,21.3,Sebastian Janikowski,2013
10,11/10,@NYG,L20-24,1,0,0,33,2,2,100.0,2,2,100.0,0,5,65.8,4,1,19.0,Sebastian Janikowski,2013
11,11/17,@HOU,W28-23,1,0,0,0,1,0,0.0,4,4,100.0,0,5,65.8,2,3,21.7,Sebastian Janikowski,2013
12,11/24,TEN,L19-23,1,0,0,52,6,4,66.7,1,1,100.0,0,6,67.0,4,2,15.5,Sebastian Janikowski,2013
13,11/28,@DAL,L24-31,1,0,0,45,1,1,100.0,3,3,100.0,0,5,57.8,2,2,30.5,Sebastian Janikowski,2013
14,12/08,@NYJ,L27-37,1,0,0,41,3,2,66.7,3,3,100.0,0,6,55.2,1,4,24.3,Sebastian Janikowski,2013
15,12/15,KC,L31-56,1,0,0,34,1,1,100.0,4,4,100.0,0,6,64.3,2,4,26.8,Sebastian Janikowski,2013
16,12/22,@SD,L13-26,1,0,0,42,2,2,100.0,1,1,100.0,0,4,53.8,1,2,5.5,Sebastian Janikowski,2013
17,12/29,DEN,L14-34,1,0,0,0,1,0,0.0,2,2,100.0,0,3,36.3,1,1,0.0,Sebastian Janikowski,2013
1,09/10,SD,L14-22,1,0,0,51,2,2,100.0,0,0,--,0,4,52.8,0,4,19.0,Sebastian Janikowski,2012
2,09/16,@MIA,L13-35,1,0,0,27,2,2,100.0,1,1,100.0,0,4,65.0,4,0,--,Sebastian Janikowski,2012
3,09/23,PIT,W34-31,1,0,0,43,2,2,100.0,4,4,100.0,0,6,56.8,3,2,22.0,Sebastian Janikowski,2012
4,09/30,@DEN,L6-37,1,0,0,38,2,2,100.0,0,0,--,0,3,65.3,2,1,16.0,Sebastian Janikowski,2012
5,Bye,,,,,,,,,,,,,,,,,,,Sebastian Janikowski,2012
6,10/14,@ATL,L20-23,1,0,0,52,2,2,100.0,2,2,100.0,0,5,66.4,4,1,29.0,Sebastian Janikowski,2012
7,10/21,JAC,W26-23,1,0,0,40,5,4,80.0,2,2,100.0,0,7,66.6,4,3,18.0,Sebastian Janikowski,2012
8,10/28,@KC,W26-16,1,0,0,36,4,4,100.0,2,2,100.0,0,7,69.4,5,2,26.0,Sebastian Janikowski,2012
9,11/04,TB,L32-42,1,0,0,29,1,1,100.0,3,3,100.0,0,6,59.0,3,3,20.7,Sebastian Janikowski,2012
10,11/11,@BAL,L20-55,1,0,0,47,2,2,100.0,2,2,100.0,0,5,69.0,3,2,61.5,Sebastian Janikowski,2012
11,11/18,NO,L17-38,1,0,0,40,1,1,100.0,2,2,100.0,0,4,56.3,0,3,41.0,Sebastian Janikowski,2012
12,11/25,@CIN,L10-34,1,0,0,55,1,1,100.0,1,1,100.0,0,3,67.7,2,1,25.0,Sebastian Janikowski,2012
13,12/02,CLE,L17-20,1,0,0,51,2,1,50.0,2,2,100.0,0,4,58.5,2,1,18.0,Sebastian Janikowski,2012
14,12/06,DEN,L13-26,1,0,0,0,0,0,--,1,1,100.0,0,3,48.3,1,1,33.0,Sebastian Janikowski,2012
15,12/16,KC,W15-0,1,0,0,57,6,5,83.3,0,0,--,0,5,72.2,2,3,23.3,Sebastian Janikowski,2012
16,12/23,@CAR,L6-17,1,0,0,31,2,2,100.0,0,0,--,0,3,67.0,2,1,26.0,Sebastian Janikowski,2012
17,12/30,@SD,L21-24,1,0,0,0,0,0,--,3,3,100.0,0,4,51.3,1,2,58.5,Sebastian Janikowski,2012
1,09/12,@DEN,W23-20,1,0,0,63,3,3,100.0,2,2,100.0,0,5,65.0,5,0,--,Sebastian Janikowski,2011
2,09/18,@BUF,L35-38,1,0,0,0,0,0,--,5,5,100.0,0,6,72.0,6,0,--,Sebastian Janikowski,2011
3,09/25,NYJ,W34-24,1,0,0,54,3,2,66.7,4,4,100.0,0,6,66.2,2,4,22.5,Sebastian Janikowski,2011
4,10/02,NE,L19-31,1,0,0,28,2,2,100.0,1,1,100.0,0,5,57.2,2,2,23.5,Sebastian Janikowski,2011
5,10/09,@HOU,W25-20,1,0,0,55,4,4,100.0,1,1,100.0,0,7,67.7,3,4,22.5,Sebastian Janikowski,2011
