WK,Game Date,Opp,Result,G,GS,FGBlk,FGLng,FGAtt,FGM,FGPct,XPM,XPAtt,XPPct,XPBlk,KO,KOAvg,TB,Ret,RetAvg,Player,Year
10,11/09,@NYJ,L13-20,1,0,0,53,3,2,66.7,1,1,100.0,0,3,43.3,0,2,15.5,Shaun Suisham,2014
11,11/17,@TEN,W27-24,1,0,0,49,2,2,100.0,3,3,100.0,0,6,58.7,1,5,24.8,Shaun Suisham,2014
12,Bye,,,,,,,,,,,,,,,,,,,Shaun Suisham,2014
13,11/30,NO,L32-35,1,0,0,49,4,3,75.0,1,1,100.0,0,6,59.0,2,3,25.0,Shaun Suisham,2014
14,12/07,@CIN,W42-21,1,0,0,44,2,2,100.0,4,4,100.0,0,8,63.1,4,4,22.8,Shaun Suisham,2014
15,12/14,@ATL,W27-20,1,0,0,38,2,2,100.0,3,3,100.0,0,6,63.0,2,4,20.8,Shaun Suisham,2014
16,12/21,KC,W20-12,1,0,0,23,2,2,100.0,2,2,100.0,0,5,61.8,0,5,20.8,Shaun Suisham,2014
17,12/28,CIN,W27-17,1,0,0,29,2,2,100.0,3,3,100.0,0,6,61.7,1,5,22.8,Shaun Suisham,2014
1,09/08,TEN,L9-16,1,0,0,0,0,0,--,1,1,100.0,0,2,37.0,0,1,-1.0,Shaun Suisham,2013
2,09/16,@CIN,L10-20,1,0,0,44,1,1,100.0,1,1,100.0,0,3,65.7,2,1,17.0,Shaun Suisham,2013
3,09/22,CHI,L23-40,1,0,0,44,3,3,100.0,2,2,100.0,0,6,60.7,1,5,14.6,Shaun Suisham,2013
4,09/29,@MIN,L27-34,1,0,0,28,2,2,100.0,3,3,100.0,0,6,69.8,1,5,28.8,Shaun Suisham,2013
5,Bye,,,,,,,,,,,,,,,,,,,Shaun Suisham,2013
6,10/13,@NYJ,W19-6,1,0,0,48,4,4,100.0,1,1,100.0,0,6,57.2,2,3,23.7,Shaun Suisham,2013
7,10/20,BAL,W19-16,1,0,0,42,4,4,100.0,1,1,100.0,0,5,62.4,1,4,20.3,Shaun Suisham,2013
8,10/27,@OAK,L18-21,1,0,0,47,3,1,33.3,1,1,100.0,0,4,53.5,0,3,15.3,Shaun Suisham,2013
9,11/03,@NE,L31-55,1,0,0,30,1,1,100.0,4,4,100.0,0,6,64.7,1,5,17.8,Shaun Suisham,2013
10,11/10,BUF,W23-10,1,0,0,37,3,3,100.0,2,2,100.0,0,6,64.8,4,1,18.0,Shaun Suisham,2013
11,11/17,DET,W37-27,1,0,0,34,3,3,100.0,4,4,100.0,0,8,64.0,4,4,23.0,Shaun Suisham,2013
12,11/24,@CLE,W27-11,1,0,0,47,2,2,100.0,3,3,100.0,0,6,60.3,1,5,18.2,Shaun Suisham,2013
13,11/28,@BAL,L20-22,1,0,0,0,0,0,--,2,2,100.0,0,4,43.8,0,3,37.7,Shaun Suisham,2013
14,12/08,MIA,L28-34,1,0,0,0,0,0,--,4,4,100.0,0,5,60.2,1,4,18.5,Shaun Suisham,2013
15,12/15,CIN,W30-20,1,0,0,45,3,3,100.0,3,3,100.0,0,7,59.0,1,5,30.0,Shaun Suisham,2013
16,12/22,@GB,W38-31,1,0,0,31,1,1,100.0,5,5,100.0,0,7,60.1,1,6,27.8,Shaun Suisham,2013
17,12/29,CLE,W20-7,1,0,0,32,2,2,100.0,2,2,100.0,0,5,63.4,4,0,--,Shaun Suisham,2013
1,09/09,@DEN,L19-31,1,0,0,35,2,2,100.0,1,1,100.0,0,5,65.0,5,0,--,Shaun Suisham,2012
2,09/16,NYJ,W27-10,1,0,0,45,2,2,100.0,3,3,100.0,0,6,67.8,2,4,28.0,Shaun Suisham,2012
3,09/23,@OAK,L31-34,1,0,0,33,1,1,100.0,4,4,100.0,0,5,63.8,3,2,43.5,Shaun Suisham,2012
4,Bye,,,,,,,,,,,,,,,,,,,Shaun Suisham,2012
5,10/07,PHI,W16-14,1,0,0,34,3,3,100.0,1,1,100.0,0,4,64.3,1,3,21.7,Shaun Suisham,2012
6,10/11,@TEN,L23-26,1,0,0,52,4,3,75.0,2,2,100.0,0,6,66.7,1,5,26.2,Shaun Suisham,2012
7,10/21,@CIN,W24-17,1,0,0,47,3,3,100.0,1,1,100.0,0,6,66.2,1,5,26.8,Shaun Suisham,2012
8,10/28,WAS,W27-12,1,0,0,48,2,2,100.0,3,3,100.0,0,6,66.5,2,4,24.3,Shaun Suisham,2012
9,11/04,@NYG,W24-20,1,0,0,30,1,1,100.0,3,3,100.0,0,4,65.0,0,4,25.0,Shaun Suisham,2012
10,11/12,KC,W16-13,1,0,0,35,3,3,100.0,1,1,100.0,0,5,63.2,0,5,20.4,Shaun Suisham,2012
11,11/18,BAL,L10-13,1,0,0,22,1,1,100.0,1,1,100.0,0,3,57.0,0,3,25.3,Shaun Suisham,2012
12,11/25,@CLE,L14-20,1,0,0,0,0,0,--,2,2,100.0,0,3,51.0,2,1,5.0,Shaun Suisham,2012
13,12/02,@BAL,W23-20,1,0,0,46,3,3,100.0,2,2,100.0,0,5,67.4,2,3,24.7,Shaun Suisham,2012
14,12/09,SD,L24-34,1,0,0,49,1,1,100.0,3,3,100.0,0,4,51.0,1,3,8.0,Shaun Suisham,2012
15,12/16,@DAL,L24-27,1,0,0,32,1,1,100.0,3,3,100.0,0,5,67.8,4,1,25.0,Shaun Suisham,2012
16,12/23,CIN,L10-13,1,0,0,40,3,1,33.3,1,1,100.0,0,3,65.0,3,0,--,Shaun Suisham,2012
17,12/30,CLE,W24-10,1,0,0,41,1,1,100.0,3,3,100.0,0,5,61.0,2,3,23.7,Shaun Suisham,2012
1,09/11,@BAL,L7-35,1,0,0,0,0,0,--,1,1,100.0,0,2,73.5,1,1,37.0,Shaun Suisham,2011
2,09/18,SEA,W24-0,1,0,0,20,2,1,50.0,3,3,100.0,0,5,65.6,3,2,19.5,Shaun Suisham,2011
3,09/25,@IND,W23-20,1,0,0,48,4,3,75.0,2,2,100.0,0,6,69.0,3,3,25.0,Shaun Suisham,2011
4,10/02,@HOU,L10-17,1,0,1,26,2,1,50.0,1,1,100.0,0,3,70.7,1,2,17.0,Shaun Suisham,2011
5,10/09,TEN,W38-17,1,0,0,19,1,1,100.0,5,5,100.0,0,7,66.3,4,3,31.0,Shaun Suisham,2011
6,10/16,JAC,W17-13,1,0,0,21,2,1,50.0,2,2,100.0,0,4,66.5,1,3,29.0,Shaun Suisham,2011
7,10/23,@ARI,W32-20,1,0,0,42,3,3,100.0,3,3,100.0,0,6,68.0,1,5,21.4,Shaun Suisham,2011
8,10/30,NE,W25-17,1,0,0,33,4,3,75.0,2,2,100.0,0,6,63.2,1,4,18.5,Shaun Suisham,2011
9,11/06,BAL,L20-23,1,0,0,36,2,2,100.0,2,2,100.0,0,5,66.2,1,4,32.3,Shaun Suisham,2011
10,11/13,@CIN,W24-17,1,0,0,39,1,1,100.0,3,3,100.0,0,5,67.8,3,2,28.0,Shaun Suisham,2011
11,Bye,,,,,,,,,,,,,,,,,,,Shaun Suisham,2011
12,11/27,@KC,W13-9,1,0,0,49,2,2,100.0,1,1,100.0,0,3,70.3,2,1,20.0,Shaun Suisham,2011
13,12/04,CIN,W35-7,1,0,0,0,1,0,0.0,5,5,100.0,0,6,67.8,2,4,25.8,Shaun Suisham,2011
14,12/08,CLE,W14-3,1,0,0,0,0,0,--,2,2,100.0,0,3,66.0,1,2,19.5,Shaun Suisham,2011
15,12/19,@SF,L3-20,1,0,0,51,2,1,50.0,0,0,--,0,2,65.0,0,2,15.0,Shaun Suisham,2011
16,12/24,STL,W27-0,1,0,0,49,2,2,100.0,3,3,100.0,0,6,66.5,3,3,24.0,Shaun Suisham,2011
17,01/01,@CLE,W13-9,1,0,0,29,3,2,66.7,1,1,100.0,0,3,52.0,1,2,11.5,Shaun Suisham,2011
11,11/21,OAK,W35-3,1,0,0,0,0,0,--,5,5,100.0,0,6,62.3,1,5,16.6,Shaun Suisham,2010
12,11/28,@BUF,W19-16,1,0,0,48,4,4,100.0,1,1,100.0,0,6,60.0,1,5,26.2,Shaun Suisham,2010
13,12/05,@BAL,W13-10,1,0,0,45,2,2,100.0,1,1,100.0,0,4,62.0,0,4,18.0,Shaun Suisham,2010
14,12/12,CIN,W23-7,1,0,0,41,3,3,100.0,2,2,100.0,0,6,60.0,0,5,15.4,Shaun Suisham,2010
15,12/19,NYJ,L17-22,1,0,0,42,1,1,100.0,2,2,100.0,0,4,55.8,0,4,37.8,Shaun Suisham,2010
16,12/23,CAR,W27-3,1,0,0,29,3,2,66.7,3,3,100.0,0,6,62.0,0,6,22.0,Shaun Suisham,2010
17,01/02,@CLE,W41-9,1,0,0,41,2,2,100.0,5,5,100.0,0,8,52.5,0,8,9.1,Shaun Suisham,2010
1,09/13,@DEN,L13-19,1,0,0,52,2,2,100.0,1,1,100.0,0,4,65.0,4,0,--,Justin Tucker,2015
2,09/20,@OAK,L33-37,1,0,0,37,4,4,100.0,3,3,100.0,0,7,62.9,7,0,--,Justin Tucker,2015
3,09/27,CIN,L24-28,1,0,0,21,2,1,50.0,3,3,100.0,0,5,65.6,4,1,32.0,Justin Tucker,2015
4,10/01,@PIT,W23-20,1,0,0,52,3,3,100.0,2,2,100.0,0,6,65.0,5,1,31.0,Justin Tucker,2015
5,10/11,CLE,L30-33,1,0,0,23,2,1,50.0,3,3,100.0,0,6,65.5,5,1,15.0,Justin Tucker,2015
6,10/18,@SF,L20-25,1,0,0,36,3,2,66.7,2,2,100.0,0,5,65.0,5,0,--,Justin Tucker,2015
7,10/26,@ARI,L18-26,1,0,0,44,1,1,100.0,1,1,100.0,0,4,61.3,3,0,--,Justin Tucker,2015
8,11/01,SD,W29-26,1,0,0,48,5,5,100.0,2,2,100.0,0,7,65.0,7,0,--,Justin Tucker,2015
9,Bye,,,,,,,,,,,,,,,,,,,Justin Tucker,2015
10,11/15,JAC,L20-22,1,0,0,0,1,0,0.0,2,2,100.0,0,4,65.0,4,0,--,Justin Tucker,2015
11,11/22,STL,W16-13,1,0,0,47,5,3,60.0,1,1,100.0,0,3,65.0,3,0,--,Justin Tucker,2015
12,11/30,@CLE,W33-27,1,0,0,49,2,2,100.0,3,3,100.0,0,6,67.2,4,2,39.0,Justin Tucker,2015
13,12/06,@MIA,L13-15,1,0,0,38,3,2,66.7,1,1,100.0,0,4,66.5,2,2,21.0,Justin Tucker,2015
14,12/13,SEA,L6-35,1,0,0,30,2,2,100.0,0,0,--,0,2,65.0,2,0,--,Justin Tucker,2015
15,12/20,KC,L14-34,1,0,0,0,0,0,--,2,2,100.0,0,2,69.0,1,1,19.0,Justin Tucker,2015
16,12/27,PIT,W20-17,1,0,0,50,2,2,100.0,2,2,100.0,0,5,65.0,5,0,--,Justin Tucker,2015
17,01/03,@CIN,L16-24,1,0,0,50,3,3,100.0,1,1,100.0,0,4,50.0,2,1,12.0,Justin Tucker,2015
1,09/07,CIN,L16-23,1,0,0,38,2,1,50.0,1,1,100.0,0,4,65.0,4,0,--,Justin Tucker,2014
2,09/11,PIT,W26-6,1,0,0,30,4,4,100.0,2,2,100.0,0,7,64.6,6,1,11.0,Justin Tucker,2014
3,09/21,@CLE,W23-21,1,0,0,38,3,3,100.0,2,2,100.0,0,5,66.0,4,1,31.0,Justin Tucker,2014
4,09/28,CAR,W38-10,1,0,0,30,2,1,50.0,5,5,100.0,0,7,65.9,6,1,23.0,Justin Tucker,2014
5,10/05,@IND,L13-20,1,0,0,52,2,2,100.0,1,1,100.0,0,3,68.0,2,1,25.0,Justin Tucker,2014
6,10/12,@TB,W48-17,1,0,1,49,3,2,66.7,6,6,100.0,0,9,66.8,6,3,24.0,Justin Tucker,2014
7,10/19,ATL,W29-7,1,0,0,38,2,2,100.0,3,3,100.0,0,5,65.6,2,3,18.3,Justin Tucker,2014
8,10/26,@CIN,L24-27,1,0,0,53,3,3,100.0,1,1,100.0,0,6,69.3,3,3,31.0,Justin Tucker,2014
9,11/02,@PIT,L23-43,1,0,0,46,1,1,100.0,2,2,100.0,0,5,53.2,3,1,29.0,Justin Tucker,2014
10,11/09,TEN,W21-7,1,0,0,0,0,0,--,3,3,100.0,0,4,66.0,2,2,21.5,Justin Tucker,2014
11,Bye,,,,,,,,,,,,,,,,,,,Justin Tucker,2014
12,11/24,@NO,W34-27,1,0,0,55,2,2,100.0,4,4,100.0,0,7,65.0,6,1,20.0,Justin Tucker,2014
13,11/30,SD,L33-34,1,0,0,33,4,4,100.0,3,3,100.0,0,8,66.3,6,2,24.0,Justin Tucker,2014
14,12/07,@MIA,W28-13,1,0,0,0,0,0,--,4,4,100.0,0,5,68.2,3,2,30.5,Justin Tucker,2014
15,12/14,JAC,W20-12,1,0,0,33,4,2,50.0,2,2,100.0,0,5,63.0,2,3,16.7,Justin Tucker,2014
16,12/21,@HOU,L13-25,1,0,0,0,0,0,--,1,1,100.0,0,3,47.3,2,0,--,Justin Tucker,2014
17,12/28,CLE,W20-10,1,0,0,28,2,2,100.0,2,2,100.0,0,5,67.4,3,2,20.0,Justin Tucker,2014
1,09/05,@DEN,L27-49,1,0,0,30,2,2,100.0,3,3,100.0,0,6,65.0,6,0,--,Justin Tucker,2013
2,09/15,CLE,W14-6,1,0,0,0,2,0,0.0,2,2,100.0,0,3,66.7,1,2,22.0,Justin Tucker,2013
3,09/22,HOU,W30-9,1,0,0,45,3,3,100.0,3,3,100.0,0,7,71.4,5,2,27.5,Justin Tucker,2013
4,09/29,@BUF,L20-23,1,0,0,35,2,2,100.0,2,2,100.0,0,5,66.6,5,0,--,Justin Tucker,2013
5,10/06,@MIA,W26-23,1,0,0,50,4,4,100.0,2,2,100.0,0,7,65.4,5,2,24.5,Justin Tucker,2013
6,10/13,GB,L17-19,1,0,0,23,1,1,100.0,2,2,100.0,0,4,65.8,3,1,19.0,Justin Tucker,2013
7,10/20,@PIT,L16-19,1,0,0,46,3,3,100.0,1,1,100.0,0,5,49.6,1,3,32.3,Justin Tucker,2013
8,Bye,,,,,,,,,,,,,,,,,,,Justin Tucker,2013
9,11/03,@CLE,L18-24,1,0,0,51,1,1,100.0,1,1,100.0,0,4,56.0,2,2,13.5,Justin Tucker,2013
10,11/10,CIN,W20-17,1,0,0,46,2,2,100.0,2,2,100.0,0,5,69.0,3,2,25.0,Justin Tucker,2013
11,11/17,@CHI,L20-23,1,0,0,52,2,2,100.0,2,2,100.0,0,5,55.8,2,3,10.7,Justin Tucker,2013
12,11/24,NYJ,W19-3,1,0,0,53,4,4,100.0,1,1,100.0,0,6,63.0,1,5,20.4,Justin Tucker,2013
13,11/28,PIT,W22-20,1,0,0,48,5,5,100.0,1,1,100.0,0,7,60.9,2,4,25.5,Justin Tucker,2013
14,12/08,MIN,W29-26,1,0,0,0,0,0,--,3,3,100.0,0,5,58.2,0,5,26.2,Justin Tucker,2013
15,12/16,@DET,W18-16,1,0,0,61,6,6,100.0,0,0,--,0,6,64.2,4,2,19.0,Justin Tucker,2013
16,12/22,NE,L7-41,1,0,0,0,1,0,0.0,1,1,100.0,0,2,69.5,1,1,22.0,Justin Tucker,2013
17,12/29,@CIN,L17-34,1,0,0,38,3,3,100.0,0,0,--,0,5,67.2,1,4,26.3,Justin Tucker,2013
1,09/10,CIN,W44-13,1,0,0,46,3,3,100.0,5,5,100.0,0,9,72.3,6,3,21.3,Justin Tucker,2012
2,09/16,@PHI,L23-24,1,0,0,56,3,3,100.0,2,2,100.0,0,6,57.7,3,3,16.3,Justin Tucker,2012
3,09/23,NE,W31-30,1,0,0,27,1,1,100.0,4,4,100.0,0,5,73.2,4,1,24.0,Justin Tucker,2012
4,09/27,CLE,W23-16,1,0,0,45,2,1,50.0,2,2,100.0,0,5,73.6,3,2,23.5,Justin Tucker,2012
5,10/07,@KC,W9-6,1,0,0,39,3,3,100.0,0,0,--,0,4,68.3,1,3,27.3,Justin Tucker,2012
6,10/14,DAL,W31-29,1,0,0,38,1,1,100.0,4,4,100.0,0,6,69.7,5,1,14.0,Justin Tucker,2012
7,10/21,@HOU,L13-43,1,0,0,54,2,2,100.0,1,1,100.0,0,4,54.3,3,0,--,Justin Tucker,2012
8,Bye,,,,,,,,,,,,,,,,,,,Justin Tucker,2012
9,11/04,@CLE,W25-15,1,0,0,43,1,1,100.0,2,2,100.0,0,5,68.6,2,3,24.7,Justin Tucker,2012
10,11/11,OAK,W55-20,1,0,0,48,2,2,100.0,7,7,100.0,0,10,71.9,5,5,27.2,Justin Tucker,2012
11,11/18,@PIT,W13-10,1,0,0,39,3,2,66.7,1,1,100.0,0,4,67.0,2,2,18.0,Justin Tucker,2012
12,11/25,@SD,W16-13,1,0,0,43,3,3,100.0,1,1,100.0,0,4,70.0,3,1,25.0,Justin Tucker,2012
13,12/02,PIT,L20-23,1,0,0,45,2,2,100.0,2,2,100.0,0,5,70.0,3,2,30.5,Justin Tucker,2012
14,12/09,@WAS,L28-31,1,0,0,0,0,0,--,4,4,100.0,0,5,70.6,3,2,18.5,Justin Tucker,2012
15,12/16,DEN,L17-34,1,0,0,45,1,1,100.0,2,2,100.0,0,4,56.5,2,1,20.0,Justin Tucker,2012
16,12/23,NYG,W33-14,1,0,0,30,4,4,100.0,3,3,100.0,0,8,67.5,3,5,23.4,Justin Tucker,2012
17,12/30,@CIN,L17-23,1,0,0,49,2,1,50.0,2,2,100.0,0,4,55.0,1,2,28.0,Justin Tucker,2012
1,09/13,@BUF,L14-27,1,0,0,0,1,0,0.0,0,0,--,0,--,--,--,--,--,Adam Vinatieri,2015
2,09/21,NYJ,L7-20,1,0,0,0,1,0,0.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
3,09/27,@TEN,W35-33,1,0,0,0,0,0,--,5,5,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
4,10/04,JAC,W16-13,1,0,0,54,3,3,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
5,10/08,@HOU,W27-20,1,0,0,48,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
6,10/18,NE,L27-34,1,0,0,0,0,0,--,3,4,75.0,1,--,--,--,--,--,Adam Vinatieri,2015
7,10/25,NO,L21-27,1,0,0,0,0,0,--,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
8,11/02,@CAR,L26-29,1,0,0,50,4,4,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
9,11/08,DEN,W27-24,1,0,0,55,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
10,Bye,,,,,,,,,,,,,,,,,,,Adam Vinatieri,2015
11,11/22,@ATL,W24-21,1,0,0,43,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
12,11/29,TB,W25-12,1,0,0,49,4,4,100.0,1,2,50.0,0,--,--,--,--,--,Adam Vinatieri,2015
13,12/06,@PIT,L10-45,1,0,0,35,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
14,12/13,@JAC,L16-51,1,0,0,32,3,3,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
15,12/20,HOU,L10-16,1,0,0,29,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
16,12/27,@MIA,W18-12,1,0,0,38,1,1,100.0,1,2,50.0,0,--,--,--,--,--,Adam Vinatieri,2015
17,01/03,TEN,W30-24,1,0,0,52,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2015
1,09/07,@DEN,L24-31,1,0,0,25,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
2,09/15,PHI,L27-30,1,0,0,46,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
3,09/21,@JAC,W44-17,1,0,0,48,3,3,100.0,5,5,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
4,09/28,TEN,W41-17,1,0,0,31,2,2,100.0,5,5,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
5,10/05,BAL,W20-13,1,0,0,38,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
6,10/09,@HOU,W33-28,1,0,0,34,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
7,10/19,CIN,W27-0,1,0,0,50,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
8,10/26,@PIT,L34-51,1,0,0,31,2,2,100.0,4,4,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
9,11/03,@NYG,W40-24,1,0,0,48,4,4,100.0,4,4,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
10,Bye,,,,,,,,,,,,,,,,,,,Adam Vinatieri,2014
11,11/16,NE,L20-42,1,0,0,53,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
12,11/23,JAC,W23-3,1,0,0,46,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
13,11/30,WAS,W49-27,1,0,0,0,0,0,--,7,7,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
14,12/07,@CLE,W25-24,1,0,0,51,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
15,12/14,HOU,W17-10,1,0,0,29,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
16,12/21,@DAL,L7-42,1,0,0,0,0,0,--,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
17,12/28,@TEN,W27-10,1,0,0,26,3,2,66.7,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2014
1,09/08,OAK,W21-17,1,0,0,0,0,0,--,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
2,09/15,MIA,L20-24,1,0,0,38,3,2,66.7,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
3,09/22,@SF,W27-7,1,0,0,43,3,2,66.7,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
4,09/29,@JAC,W37-3,1,0,0,46,3,3,100.0,4,4,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
5,10/06,SEA,W34-28,1,0,0,49,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
6,10/14,@SD,L9-19,1,0,0,51,3,3,100.0,0,0,--,0,--,--,--,--,--,Adam Vinatieri,2013
7,10/20,DEN,W39-33,1,0,0,52,3,3,100.0,4,4,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
8,Bye,,,,,,,,,,,,,,,,,,,Adam Vinatieri,2013
9,11/03,@HOU,W27-24,1,0,1,35,3,2,66.7,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
10,11/10,STL,L8-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Adam Vinatieri,2013
11,11/14,@TEN,W30-27,1,0,0,50,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
12,11/24,@ARI,L11-40,1,0,0,27,1,1,100.0,0,0,--,0,--,--,--,--,--,Adam Vinatieri,2013
13,12/01,TEN,W22-14,1,0,0,49,5,5,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
14,12/08,@CIN,L28-42,1,0,0,0,1,0,0.0,4,4,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
15,12/15,HOU,W25-3,1,0,0,43,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
16,12/22,@KC,W23-7,1,0,0,46,4,3,75.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
17,12/29,JAC,W30-10,1,0,0,39,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2013
1,09/09,@CHI,L21-41,1,0,0,0,1,0,0.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
2,09/16,MIN,W23-20,1,0,0,53,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
3,09/23,JAC,L17-22,1,0,0,37,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
4,Bye,,,,,,,,,,,,,,,,,,,Adam Vinatieri,2012
5,10/07,GB,W30-27,1,0,0,50,4,3,75.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
6,10/14,@NYJ,L9-35,1,0,0,50,3,3,100.0,0,0,--,0,--,--,--,--,--,Adam Vinatieri,2012
7,10/21,CLE,W17-13,1,0,0,38,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
8,10/28,@TEN,W19-13,1,0,1,44,3,2,66.7,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
9,11/04,MIA,W23-20,1,0,1,47,5,3,60.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
10,11/08,@JAC,W27-10,1,0,0,41,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
11,11/18,@NE,L24-59,1,0,0,47,2,1,50.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
12,11/25,BUF,W20-13,1,0,0,25,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
13,12/02,@DET,W35-33,1,0,0,0,0,0,--,5,5,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
14,12/09,TEN,W27-23,1,0,0,53,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
15,12/16,@HOU,L17-29,1,0,0,26,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
16,12/23,@KC,W20-13,1,0,0,48,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
17,12/30,HOU,W28-16,1,0,0,0,0,0,--,4,4,100.0,0,--,--,--,--,--,Adam Vinatieri,2012
1,09/11,@HOU,L7-34,1,0,0,0,1,0,0.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
2,09/18,CLE,L19-27,1,0,0,52,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
3,09/25,PIT,L20-23,1,0,0,25,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
4,10/03,@TB,L17-24,1,0,0,45,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
5,10/09,KC,L24-28,1,0,0,53,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
6,10/16,@CIN,L17-27,1,0,1,46,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
7,10/23,@NO,L7-62,1,0,0,0,0,0,--,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
8,10/30,@TEN,L10-27,1,0,0,22,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
9,11/06,ATL,L7-31,1,0,0,0,0,0,--,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
10,11/13,JAC,L3-17,1,0,0,42,1,1,100.0,0,0,--,0,--,--,--,--,--,Adam Vinatieri,2011
11,Bye,,,,,,,,,,,,,,,,,,,Adam Vinatieri,2011
12,11/27,CAR,L19-27,1,0,0,43,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
13,12/04,@NE,L24-31,1,0,0,31,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
14,12/11,@BAL,L10-24,1,0,0,22,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
15,12/18,TEN,W27-13,1,0,0,47,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
16,12/22,HOU,W19-16,1,0,0,47,5,4,80.0,1,1,100.0,0,--,--,--,--,--,Adam Vinatieri,2011
